,plate_well,WellId,Metadata_well_1,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,CircTotalInten_MITO,CircAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,CircSpotTotalInten_MITO,CircSpotAvgInten_MITO,CircSpotTotalArea_MITO,CircSpotAvgArea_MITO,CircSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,RingTotalInten_NUC_Tex,RingAvgInten_NUC_Tex,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,RingSpotTotalInten_NUC_Tex,RingSpotAvgInten_NUC_Tex,RingSpotTotalArea_NUC_Tex,RingSpotAvgArea_NUC_Tex,RingSpotCount_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
176,1A1_I23,I23,I23,1,eliglustat,treated,0.0625,1.25,1A1,9,23,787,1276,1.225936668,1.51490922,8605266,7395.633131,1824.35447,40.30699268,8444643,1337.794822,4019108,3064.535253,4633,2477.107143,1,1,1,299293,4824.571429,63,7.25,7,4019108,3064.535253,18061309,2905.379436,6530332,4997.125532,1744230,4896.357143,344,11.53061224,27,2571051,5630.153285,444,13.02702703,28,6530332,4997.125532,15637282,2475.489628,5155111,3882.512712,1440082,4444.179283,307,5.146666667,56,387520,4711.870968,81,3,21,5155111,3882.512712,4554828,708.2973386,8613004,7420.441036,3952,2941,1,1,1,3891254,7782.413605,485,30.93478261,18,8613004,7420.441036
177,1A1_J02,J02,J02,1,eliglustat,treated,0.03125,0.625,1A1,10,2,649,1445,1.217490296,1.495493613,12714603,9371.322756,2376.364573,42.89325287,11736795,1760.181301,5999605,4097.691052,0,0,0,0,0,503914,6389.361111,79,9.461538462,7,5999605,4097.691052,20683537,3052.899141,7576225,5181.372549,1766603,4989.811189,341,9.558139535,38,2812231,5756.009579,489,11.69565217,32,7576225,5181.372549,20419694,3022.235532,7310791,5083.424515,2788485,5473.276549,520,6.524390244,81,1013897,5916.718593,165,4.025,36,7310791,5083.424515,8000386,1169.386646,12641721,9317.325476,3840,1964.555556,1,1,1,5738023,9773.705769,602,44.64705882,14,12641721,9317.325476
178,1A1_J03,J03,J03,1,eliglustat,treated,0.015625,0.3125,1A1,10,3,580,1406.5,1.222309584,1.535472797,12537317,9350.174833,2343.060609,42.31797919,11777872.5,1639.810356,6086322,4253.256553,0,0,0,0,0,499619,6590.371212,76,9.3,7,6086322,4253.256553,20939900,2847.341356,7419297.5,5152.765955,2137518,4910.864551,415,10.39962121,39,2795025.5,5742.003935,486,14.16666667,30,7419297.5,5152.765955,17727111.5,2395.413223,6182713.5,4208.381343,2664034.5,4648.203694,556.5,7.125512821,78,820908,5066.773256,158.5,4.231311881,34,6182713.5,4208.381343,7867268,1064.675004,12477475,9346.572909,0,0,0,0,0,5535204.5,9876.295371,585,48.80357143,14,12477475,9346.572909
179,1A1_J04,J04,J04,1,dynasore,treated,1,20,1A1,10,4,460,1651.5,1.202661948,1.510933923,15970615,9363.436088,2437.649483,45.85580727,12132867.5,1512.26213,6386609,3811.714275,0,0,0,0,0,494684,6144.623197,82,9.3375,7,6386609,3811.714275,22074831,2683.976713,7915553.5,4792.488127,2964594,4147.177209,719,8.243706294,78,4047877.5,5224.137984,737,17.0124424,40,7915553.5,4792.488127,9427941.5,1169.873717,3228890.5,1939.631316,874949.5,2178.315812,406.5,3.439088983,111,315854.5,2328.552206,138.5,2.331050228,48,3228890.5,1939.631316,8507367,1038.404832,15897551.5,9313.982867,6424.5,2421.714286,2,1,1,6564951,9829.833467,643.5,43.25192308,17,15897551.5,9313.982867
180,1A1_J05,J05,J05,1,DMSO,control,NULL,NULL,1A1,10,5,706,1293.5,1.240099106,1.565843584,10949234,9457.306344,2380.474208,40.58245051,10925583.5,1698.574625,5568613,4309.415778,0,0,0,0,0,442969.5,6441.150196,71,9.129166667,7,5568613,4309.415778,19217578,2950.754503,6954614.5,5168.401283,2339475,4912.719434,453.5,11.6754386,35,3021257,5790.540337,507.5,17.57571214,27,6954614.5,5168.401283,14557608.5,2258.227894,5271873,3884.177041,2398676.5,4099.745859,581,6.867759563,81,811345,4481.105813,178,3.919871795,39,5271873,3884.177041,6992807,1080.748251,10907876.5,9438.683843,2866.5,1882.583333,1,1,1,5385846,9961.754566,552.5,51.49494949,12,10907876.5,9438.683843
181,1A1_J06,J06,J06,1,dynasore,treated,0.5,10,1A1,10,6,582,1491.5,1.212069458,1.493341534,12502438.5,8960.033138,2237.156954,43.57790916,11327077,1586.837713,5805524,3838.139952,0,0,0,0,0,388870.5,5791.728963,68,8.408333333,7,5805524,3838.139952,21219099.5,2948.575713,7696321.5,5178.534556,2501044,4772.521205,532.5,10.21929825,45,3260371,5817.617428,543.5,15.47076023,28.5,7696321.5,5178.534556,11898667.5,1615.623726,3977273,2642.058594,1542257,3009.088173,520,5.028136569,101,452749.5,3172.918589,144,3.128537736,39,3977273,2642.058594,7336066,1005.611221,12496170,8928.372283,0,0,0,0,0,5465159.5,9421.936322,594.5,41.02272727,17,12496170,8928.372283
182,1A1_J07,J07,J07,1,dynasore,treated,0.25,5,1A1,10,7,626,1487.5,1.211968856,1.51282055,12778220.5,9201.350043,2266.332259,43.51941509,11934742,1668.371003,5976509.5,3868.575202,0,0,0,0,0,498630.5,5900.770305,84.5,9.316666667,8,5976509.5,3868.575202,20878343.5,2921.546174,7555030,4929.96243,1597430.5,4669.806347,335,7.856034483,42,2818308,5493.947293,524.5,11.12962963,40,7555030,4929.96243,13633540,1886.282555,4663388,3011.820129,1218703,3334.470237,356,3.549043062,94,426695.5,3552.641167,119,2.380304361,40,4663388,3011.820129,8332281,1129.033901,12671246.5,9154.190799,9380,2674.727273,3,1,1,5830312.5,9530.269712,638.5,38.86309524,17,12671246.5,9154.190799
183,1A1_J08,J08,J08,1,dynasore,treated,0.125,2.5,1A1,10,8,735,1475,1.21559684,1.504152584,12631347,8897.227046,2237.556535,43.33622421,12322268,1794.714683,6200956,4038.978444,0,0,0,0,0,488428,6183.769231,78,9.272727273,8,6200956,4038.978444,21081676,3020.448453,7575537,5044.039956,1449233,5041.166667,266,8.971428571,28,2426299,5695.009934,424,9.831578947,33,7575537,5044.039956,16214438,2303.906661,5731338,3784.211667,1696759,4240.308008,383,4.577142857,85,551725,4458.177419,124,2.85,36,5731338,3784.211667,7844092,1124.759269,12520217,8827.884892,9478,2626,3,1,1,5746817,9342.005435,620,36.44,18,12520217,8827.884892
184,1A1_J09,J09,J09,1,dynasore,treated,0.0625,1.25,1A1,10,9,658,1408.5,1.211749335,1.493730236,11551344,8821.787953,2183.185641,42.34805061,11415784,1742.412786,5849323,4067.67058,0,0,0,0,0,474624.5,6166.938514,78,9.873015873,7,5849323,4067.67058,19778132,2973.297032,7299896,5077.582833,2292250,4808.74749,481,10.06350806,43.5,2899395,5688.815055,513.5,13.84660422,33,7299896,5077.582833,13853517.5,2080.906678,4842291.5,3334.893224,2099833,3783.75987,549,6.387777778,84,615372.5,4016.576031,151,3.808631212,36,4842291.5,3334.893224,7037649,1044.089499,11561925.5,8795.119562,1866.5,1543.5,1,1,1,5273846.5,9207.721021,575,45.36965812,14,11561925.5,8795.119562
185,1A1_J10,J10,J10,1,DMSO,control,NULL,NULL,1A1,10,10,829,1340,1.246483272,1.579558544,10002956,7924.007032,1967.235333,41.30545957,9581842,1527.564012,4683659,3413.388516,4388,2484,1,1,1,334344,5021.946078,68,8.7,7,4683659,3413.388516,17612230,2776.353169,6194013,4553.705228,1760956,4787.28607,364,13,28,1931174,5341.666667,370,12.66666667,23,6194013,4553.705228,12009983,1902.868096,3873529,2876.316981,1389536,3570.634518,385,6.203883495,65,361079,3608.844444,104,3.65,25,3873529,2876.316981,5833048,906.7285559,10008613,7938.551905,1994,1417,1,1,1,4616964,8447.696189,555,41.05263158,15,10008613,7938.551905
186,1A1_J11,J11,J11,1,dynasore,treated,0.03125,0.625,1A1,10,11,701,1397,1.216633926,1.489171787,11376714,8903.892427,2189.881591,42.17482239,12233244,1841.764913,6107089,4332.312544,0,0,0,0,0,439291,6477.62037,69,8.4,7,6107089,4332.312544,20749127,3062.05928,7505992,5359.727358,1895301,5230.091873,366,11.52631579,29,2551879,6145.814815,412,13.29411765,26,7505992,5359.727358,16787334,2475.931178,5855644,4172.85192,2358644,4461.369767,520,6.895833333,81,762607,4862.794286,156,4.043478261,34,5855644,4172.85192,7109884,1035.82483,11358290,8902.155868,4087,2006,1,1,1,5118332,9344.586207,558,41.13333333,16,11358290,8902.155868
187,1A1_J12,J12,J12,1,dynasore,treated,0.015625,0.3125,1A1,10,12,711,1428,1.22317974,1.541753927,11416977,8526.461538,2125.954858,42.64019313,12199438,1726.251895,6028091,4160.976673,0,0,0,0,0,466742,6202.123656,78,9.615384615,7,6028091,4160.976673,21259445,2955.919834,7982915,5470.487603,2378855,4989.050891,479,11.19354839,40,3621085,6068.240209,574,19.16666667,28,7982915,5470.487603,16999290,2352.715973,5918924,3985.458683,2309275,4367.643411,525,6.50617284,79,672864,4717,148,3.692307692,34,5918924,3985.458683,7385321,1009.258819,11362446,8534.80414,4577,1952.428571,1,1,1,5357598,9024.466102,593,44.94736842,15,11362446,8534.80414
188,1A1_J13,J13,J13,1,LTX-315,treated,1,20,1A1,10,13,22,860.5,1.150072604,1.248350028,9774189.5,12644.25278,3517.13743,33.08911631,5192382,538.3601312,3998477.5,4906.260535,365685,1436.677778,67.5,4.09340252,7,1419849,6843.803427,179,17.60576923,8.5,3998477.5,4906.260535,16949083,1748.847532,3947730,4681.939657,2912630.5,3704.359261,767,17.99473684,46.5,3306125.5,4928.990773,608,138.95,4.5,3947730,4681.939657,4443866.5,455.8676496,1519754.5,1903.688341,975728,1753.785032,504,7.570778564,76.5,600094,2195.811656,308,18.76818182,17.5,1519754.5,1903.688341,6372515,686.786985,9569675.5,12562.63876,0,0,0,0,0,5043907.5,13759.6762,348.5,271,1,9569675.5,12562.63876
189,1A1_J14,J14,J14,1,LTX-315,treated,0.5,10,1A1,10,14,102,1560,1.174794197,1.333384448,11318041,7009.862147,2010.757661,44.56738553,8318381.5,883.0130232,4695898.5,3035.103466,3340,992.0395401,1.5,1,1,307275,4539.261261,75,6.892045455,9,4695898.5,3035.103466,24244569,2514.37958,7809186,5342.102177,4572688.5,4426.267508,982.5,9.784992785,110,5184715.5,5733.494164,770,23.9012931,33,7809186,5342.102177,4687725.5,484.4593986,1484112.5,950.4291677,378474.5,1062.90267,328.5,2.044567638,140.5,184799,1206.673433,139,2.08681694,52.5,1484112.5,950.4291677,6397148.5,685.0991089,11370781,6916.89431,0,0,0,0,0,4865995.5,7752.496515,587,19.27,27,11370781,6916.89431
190,1A1_J15,J15,J15,1,LTX-315,treated,0.25,5,1A1,10,15,398,1439.5,1.212354338,1.498848276,13566891,9595.141359,2554.331128,42.81153848,12005454.5,1575.114177,6758857,4739.60953,0,0,0,0,0,531374.5,7050.766216,79,9.803571429,7,6758857,4739.60953,22295068.5,2866.460092,8652841,6005.079358,4669227.5,4905.690516,910.5,15.63487618,54,5403774.5,6553.690063,771.5,42.43154762,18.5,8652841,6005.079358,6291021.5,796.6614656,2103986.5,1420.486578,892595.5,1735.164765,525,4.717799374,109,299352,1819.280361,163,3.052168022,44,2103986.5,1420.486578,7791056.5,990.040873,13604210,9598.421392,1664,1554.5,1,1,1,5666748,10360.56588,548,43.11538462,13.5,13604210,9598.421392
191,1A1_J16,J16,J16,1,DMSO,control,NULL,NULL,1A1,10,16,758,1269,1.242814177,1.601149162,10482669.5,8854.362041,2221.525577,40.19626822,9584961,1510.557403,4787922,3723.323787,0,0,0,0,0,300281.5,5506.271249,56,7.571428571,7,4787922,3723.323787,18187485.5,2839.11883,6696105,5165.720266,2289569,4809.699637,460,13.17746552,34,3207173,5709.144103,548,18.34285714,27,6696105,5165.720266,12918232,2020.423559,4572672,3493.578253,1703151,3765.693419,433,6.324507389,71,606390.5,4132.873179,144.5,3.681086056,31,4572672,3493.578253,6166928,964.7157162,10489864,8869.002623,4804.5,2564.053571,1,1,1,5192409,9360.322665,538,47.2875,13,10489864,8869.002623
192,1A1_J17,J17,J17,1,LTX-315,treated,0.125,2.5,1A1,10,17,714,1376,1.21354441,1.482572288,11348368,9177.153826,2257.674883,41.85663166,10727460,1623.17571,5511579.5,3960.441035,4164.5,2868.559524,1,1,1,448964,6162.635948,75,8.904545455,8,5511579.5,3960.441035,19456658.5,2824.005559,7145557.5,5059.614124,1992976.5,4770.193416,398,10.70283976,35,3116124,5652.00317,544,16.24621212,30,7145557.5,5059.614124,7550819.5,1102.711818,2441601.5,1733.04852,875982,2164.03305,400.5,4.944478654,81.5,220597,2217.55114,101,2.941176471,30,2441601.5,1733.04852,7046875.5,1035.091615,11327782.5,9159.789399,9614,2682.035714,3,1,1,5269630,9522.264951,537.5,39.35897436,15,11327782.5,9159.789399
193,1A1_J18,J18,J18,1,LTX-315,treated,0.0625,1.25,1A1,10,18,808,1377.5,1.219499176,1.492211662,11101161,8853.441283,2208.315862,41.87943905,11081117.5,1772.173217,5748786,4149.514031,10577.5,3476.998538,3,1.696969697,1,527146.5,6425.953189,84,10.29285714,8,5748786,4149.514031,19346210,2997.787334,7284218.5,5222.585737,1869704,5069.108729,365,11.525,30.5,2871363.5,5898.378903,475.5,13.56320949,30,7284218.5,5222.585737,7845126.5,1204.541779,2651476,1859.066137,702529,2317.06732,310,3.938133486,71.5,198239.5,2373.067778,83,2.527417747,26,2651476,1859.066137,6864732.5,1059.304003,11121880.5,8858.724259,8420,2618.5,2,1,1,5163813,9396.683425,557,42.39423077,15,11121880.5,8858.724259
194,1A1_J19,J19,J19,1,LTX-315,treated,0.03125,0.625,1A1,10,19,661,1359,1.226411711,1.501128416,9932668,7631.432391,1932.046424,41.59726603,9319338,1365.863932,4579409,3361.179837,2182,1812.375,1,1,1,230096,4914.8125,48,6.333333333,6,4579409,3361.179837,18665515,2707.974582,6898677,4965.141429,3019316,4625.72973,635,14.89655172,39,3387377,5557.387191,570,21.81818182,24,6898677,4965.141429,8161223,1155.221252,2618299,1829.811348,1091877,2375.027457,455,5.89,75,268620,2440.060976,117,3.576923077,25,2618299,1829.811348,5328518,756.0217871,9983812,7689.871172,3693,1622,1,1,1,4370024,8128.291469,512,35.22222222,17,9983812,7689.871172
195,1A1_J20,J20,J20,1,LTX-315,treated,0.015625,0.3125,1A1,10,20,875,1302,1.223457734,1.503988586,11990435,9932.938916,2408.389965,40.71557303,6034708,974.6375318,2757190,2045.80389,5461,1796.777778,3,1,1,185903,3045.573333,63,7,8,2757190,2045.80389,13813100,2112.903164,4448754,3277.39666,745459,3558.242424,207,9.411764706,23,604358,3863.759459,158,5.619047619,22,4448754,3277.39666,10973759,1691.827211,2997212,2232.65047,975731,2795.277078,340,4.736842105,70,190275,2811.315789,66,2.705882353,21,2997212,2232.65047,6257306,984.7933081,11934864,9904.985437,5163,2487.6,1,1,1,5558350,10397.85533,540,45.66666667,13,11934864,9904.985437
196,1A1_J21,J21,J21,1,rolipram,treated,1,20,1A1,10,21,773,1275,1.243745323,1.57426202,10674230,9210.823389,2348.852282,40.29119531,8158066,1197.008234,4050900,3074.457066,17579,2728.8,6,2,2,345267,4680.483871,77,9.090909091,8,4050900,3074.457066,18198928,2644.796076,6414503,4869.429463,2099672,4557.272727,433,12.36956522,32,2890645,5406.287582,525,17.95454545,24,6414503,4869.429463,13510665,1976.527299,4472603,3337.674087,1393449,3717.846875,365,5.75,64,438547,3945.848214,110,3.148148148,27,4472603,3337.674087,6147792,894.0361411,10700041,9228.614946,4511,2358.5,1,1,1,5029063,9771.080586,513,44,14,10700041,9228.614946
197,1A1_J22,J22,J22,1,DMSO,control,NULL,NULL,1A1,10,22,624,1251.5,1.260538236,1.617539749,10305895.5,9084.790605,2343.202778,39.9181566,8309209.5,1207.118304,4202353,3223.795145,5897.5,2643.596154,2,1,1,270789.5,4825.901495,56,7.125,7,4202353,3223.795145,18397894,2650.810441,6545922,5109.629022,3081305,4555.730743,676,14.56066434,43,3733978.5,5675.434366,630.5,27.31785714,22,6545922,5109.629022,13080788,1853.85207,4289754,3278.083155,1825130.5,3532.578087,499.5,6.587626384,73.5,642015.5,3872.225713,166,3.863553114,32,4289754,3278.083155,5835600,811.2969443,10344296,9106.859543,4709.5,2282.638889,1,1,1,4819047.5,9691.006171,509,43.91987179,12,10344296,9106.859543
198,1A1_J23,J23,J23,1,rolipram,treated,0.5,10,1A1,10,23,702,1312,1.23222418,1.528221996,10128179,8481.342165,2092.016022,40.87163176,8892289.5,1306.0937,4364584.5,3263.074441,8961.5,2813.702083,2,1.071428571,1,321455.5,5150.809237,64,7.720779221,7,4364584.5,3263.074441,18793549.5,2738.895016,6649589.5,5025.820145,2125263,4807.621454,420.5,12.17836066,33,3012930,5621.836945,509,16.13978495,29,6649589.5,5025.820145,13828744.5,1981.145378,4472903,3273.31253,1524111,3692.07279,383,5.246298837,72,441018.5,3923.382184,114.5,3.163069074,30,4472903,3273.31253,5651656.5,813.7810006,10120522.5,8490.898006,4913.5,2554.33631,2,1,1,4505729.5,8902.786167,513.5,36.41666667,15,10120522.5,8490.898006
199,1A1_K02,K02,K02,1,rolipram,treated,0.25,5,1A1,11,2,683,1296,1.222814395,1.49479847,8920273,7713.777674,1898.911759,40.62165002,9834146,1525.99429,4492916,3427.325745,11846,3036.166667,4,1.4,1,377372,5113.916667,78,8.730769231,8,4492916,3427.325745,18580674,2894.653097,6382804,4913.214156,1827631,4722.893617,349,9.533333333,36,2331615,5483.73251,412,11.77142857,30,6382804,4913.214156,21376328,3321.044141,7017434,5210.53999,3242941,5480.525962,574,6.490196078,87,987804,5987.381323,163,3.708333333,34,7017434,5210.53999,4878174,753.0972281,8947177,7737.811853,3742,2220.333333,1,1,1,4235828,8087.064236,519,37.18181818,16,8947177,7737.811853
200,1A1_K03,K03,K03,1,rolipram,treated,0.125,2.5,1A1,11,3,756,1272.5,1.217475422,1.480164139,8342355,7288.185138,1782.699708,40.25167398,9162867.5,1480.13542,4369050.5,3217.785758,0,0,0,0,0,281204.5,4912.683721,59.5,7.636029412,7,4369050.5,3217.785758,17845619,2811.418602,6414215,4876.336558,1604207,4822.690624,317.5,10.14039409,30,2267703,5509.890139,406,11.85606061,29,6414215,4876.336558,16616734.5,2634.929741,5547247.5,4125.213989,1994871.5,4686.512503,418.5,6.198900867,68,535486,4902.441353,107,3.265993266,27,5547247.5,4125.213989,4251756,676.6122302,8398622.5,7332.884059,526,526,0.5,0.5,0.5,4112296,7621.009028,532.5,42.01666667,15,8398622.5,7332.884059
201,1A1_K04,K04,K04,1,rolipram,treated,0.0625,1.25,1A1,11,4,667,1403,1.216581955,1.491234839,9223878,6981.884257,1712.28867,42.26529405,9869143,1413.962549,4641143,3294.388761,5068,2621,2,1,1,365212,5034.285714,73,8.888888889,7,4641143,3294.388761,19477091,2768.201805,6747414,4816.994162,2074502,4656.033278,442,10,40,2784055,5377.956522,505,12.93939394,31,6747414,4816.994162,18268977,2589.330728,5909168,4175.967526,2229349,4553.575269,462,5.726315789,84,646904,4912.985782,128,3.157894737,31,5909168,4175.967526,4579792,643.7304612,9271135,7002.93018,3396,2064.571429,1,1,1,3941205,7296.511475,528,32.22580645,17,9271135,7002.93018
202,1A1_K05,K05,K05,1,rolipram,treated,0.03125,0.625,1A1,11,5,849,1322,1.222854003,1.509272504,8419289,7004.965226,1679.29893,41.02709688,9260857,1493.599775,4328903,3217.589884,0,0,0,0,0,325474,4877,68,8.333333333,7,4328903,3217.589884,17850282,2838.892224,6433895,4815.633888,1183837,5022.20438,221,11.2,21,1477325,5555.225,264,8.8,26,6433895,4815.633888,14818089,2305.613403,4906687,3583.713784,1495518,4128.498258,351,5.653061224,61,337564,4297.151515,80,3,23,4906687,3583.713784,4062764,635.7160434,8498333,7053.080827,3754,3164.489177,1,1,1,3919627,7401.037975,530,37.47368421,16,8498333,7053.080827
203,1A1_K06,K06,K06,1,DMSO,control,NULL,NULL,1A1,11,6,880,1282,1.231648798,1.539832294,8215938,7047.019363,1747.774471,40.4016472,8721902.5,1421.663928,4115374,3160.339426,4106.5,2464.111111,1,1,1,314682,4713.843434,67.5,8.37797619,7,4115374,3160.339426,17255571.5,2735.79883,6157233.5,4719.087077,1403230,4741.571429,285.5,10.65833333,25,1956932.5,5372.476513,355,11.22474747,27,6157233.5,4719.087077,12091960,1904.524655,4004331.5,3023.107871,971235,3413.653958,272,4.346410256,62,281290.5,3613.468439,78,2.609152752,25,4004331.5,3023.107871,4060343.5,636.4579721,8289872.5,7082.326255,3878.5,2739.35641,1,1,1,3836613.5,7452.420291,521,38.725,16,8289872.5,7082.326255
204,1A1_K07,K07,K07,1,rolipram,treated,0.015625,0.3125,1A1,11,7,789,1334,1.217563126,1.496616128,8367711,6809.056056,1677.829402,41.21288091,9383958,1412.957061,4509776,3266.31867,9253,2825,3,1.666666667,1,355843,4997.25,73,8.166666667,7,4509776,3266.31867,18670284,2792.457113,6670174,4894.323834,1520325,4846.905455,310,10.57142857,29,2396749,5516.974414,438,10.93442623,31,6670174,4894.323834,13376498,1962.007743,4276548,3120.311475,1024798,3471.393365,282,3.75,74,336707,3760.351064,90,2.507936508,31,4276548,3120.311475,4326206,642.5201928,8389111,6841.814263,3781,2944.153846,1,1,1,3868343,7190.585598,537,31.71428571,19,8389111,6841.814263
205,1A1_K08,K08,K08,1,FCCP,treated,1,20,1A1,11,8,569,1213,1.217624731,1.537299365,7741296,6956.808399,1682.946212,39.29935836,7981228,1083.613732,3473357,2865.52522,23606,2767.209877,8,2,3,446439,4403.006849,99,12.75,7,3473357,2865.52522,18747363,2538.57799,6067448,5009.47567,3731917,4187.931034,912,10.43037975,67,4194588,5341.410165,789,34.2,23,6067448,5009.47567,11824896,1624.69507,3712807,3061.612342,1112794,2929.990868,368,2.897058824,120,544198,3433.225,159,2.339622642,55,3712807,3061.612342,4541783,609.7139108,7736500,6954.3,0,0,0,0,0,3868270,7182.728916,535,39.125,15,7736500,6954.3
206,1A1_K09,K09,K09,1,FCCP,treated,0.5,10,1A1,11,9,516,1270,1.22811123,1.578236502,8078383.5,6861.807114,1685.964651,40.21211536,7917039.5,1069.974389,3617014,2772.629197,4257,2011.279762,2,1,1,320391.5,4155.405221,79.5,10.14583333,7,3617014,2772.629197,18637832,2420.981686,6084326,4717.034843,2951116,3917.112096,717,10.31735612,66.5,3562493.5,5073.900463,675.5,25.27793103,27,6084326,4717.034843,11122058,1453.133918,3340450,2626.255965,1033845.5,2512.015349,394.5,3.289982844,113,453693.5,3040.848952,147.5,2.823571024,43,3340450,2626.255965,4200416,549.3419751,8097012,6899.451063,0,0,0,0,0,3898133,7179.263244,539,40.13247863,15,8097012,6899.451063
207,1A1_K10,K10,K10,1,FCCP,treated,0.25,5,1A1,11,10,698,1381.5,1.196363399,1.455378069,8242169.5,6617.844263,1641.342354,41.94018349,9210542,1327.427007,4315739.5,2997.171406,0,0,0,0,0,253662,4629.919646,58,7.116883117,7,4315739.5,2997.171406,19404646.5,2741.102646,6792870.5,4751.740534,1526896.5,4658.204817,328.5,9.904166667,31,2043729,5455.493997,368,11.24350649,25,6792870.5,4751.740534,12744306,1789.856581,4042741.5,2876.700248,1009081.5,3143.714989,316,3.736684526,75,307194,3514.126682,88,2.706730769,27,4042741.5,2876.700248,4181185.5,580.6380851,8296127,6632.889307,0,0,0,0,0,3767180.5,6999.467029,535.5,32.86425339,18,8296127,6632.889307
208,1A1_K11,K11,K11,1,DMSO,control,NULL,NULL,1A1,11,11,643,1240,1.248192448,1.603126639,8020029,7201.660436,1864.326106,39.73433069,7633739,1103.534907,3623649,2871.43762,7342,2353.555556,3,1.25,1,249338,4327.869565,63,7.727272727,7,3623649,2871.43762,17683378,2527.326635,6057814,4687.150457,2396178,4314.127273,539,10.96296296,46,3363594,5136.01676,617,23.1025641,26,6057814,4687.150457,11510083,1632.180603,3704534,2840.683828,1254935,3022.469428,413,4.487179487,88,437108,3306.809955,138,2.822222222,38,3704534,2840.683828,4220009,591.5309105,8033301,7217.192649,3601,2103.357143,1,1,1,3859045,7625.425926,496,34.56,16,8033301,7217.192649
209,1A1_K12,K12,K12,1,FCCP,treated,0.125,2.5,1A1,11,12,689,1390,1.210869831,1.496591086,8767690,6874.901508,1703.718925,42.06902622,9105392,1264.087158,4268414,2971.266055,2626,2004,1,1,1,292017,4502.590909,68,8.25,7,4268414,2971.266055,19275469,2659.102371,6709108,4725.592402,1740666,4440.743017,368,9.828947368,37,2494719,5300.183333,458,12.46938776,32,6709108,4725.592402,10540601,1447.712075,3304712,2296.876697,793045,2546.580645,296,3.265822785,88,227472,2751.34375,84,2.044444444,33,3304712,2296.876697,4391159,600.3351846,8794759,6904.576046,0,0,0,0,0,3875794,7253.116732,534,34.05882353,18,8794759,6904.576046
