,plate_well,WellId,Plate,Plate_number,Drug_name,Treatment,Metadata_dil_factor,Metadata_concentration_uM,PlateNumber,Row,Column,CELL_COUNT,ObjectArea_NUC_A,ObjectShapeP2A_NUC_A,ObjectShapeLWR_NUC_A,ObjectTotalInten_NUC_A,ObjectAvgInten_NUC_A,ObjectVarInten_NUC_A,ObjectSize_NUC_A,RingTotalInten_RNA,RingAvgInten_RNA,CircTotalInten_RNA,CircAvgInten_RNA,RingSpotTotalInten_RNA,RingSpotAvgInten_RNA,RingSpotTotalArea_RNA,RingSpotAvgArea_RNA,RingSpotCount_RNA,CircSpotTotalInten_RNA,CircSpotAvgInten_RNA,CircSpotTotalArea_RNA,CircSpotAvgArea_RNA,CircSpotCount_RNA,TotalInten_RNA,AvgInten_RNA,RingTotalInten_PMG,RingAvgInten_PMG,CircTotalInten_PMG,CircAvgInten_PMG,RingSpotTotalInten_PMG,RingSpotAvgInten_PMG,RingSpotTotalArea_PMG,RingSpotAvgArea_PMG,RingSpotCount_PMG,CircSpotTotalInten_PMG,CircSpotAvgInten_PMG,CircSpotTotalArea_PMG,CircSpotAvgArea_PMG,CircSpotCount_PMG,TotalInten_PMG,AvgInten_PMG,RingTotalInten_MITO,RingAvgInten_MITO,CircTotalInten_MITO,CircAvgInten_MITO,RingSpotTotalInten_MITO,RingSpotAvgInten_MITO,RingSpotTotalArea_MITO,RingSpotAvgArea_MITO,RingSpotCount_MITO,CircSpotTotalInten_MITO,CircSpotAvgInten_MITO,CircSpotTotalArea_MITO,CircSpotAvgArea_MITO,CircSpotCount_MITO,TotalInten_MITO,AvgInten_MITO,RingTotalInten_NUC_Tex,RingAvgInten_NUC_Tex,CircTotalInten_NUC_Tex,CircAvgInten_NUC_Tex,RingSpotTotalInten_NUC_Tex,RingSpotAvgInten_NUC_Tex,RingSpotTotalArea_NUC_Tex,RingSpotAvgArea_NUC_Tex,RingSpotCount_NUC_Tex,CircSpotTotalInten_NUC_Tex,CircSpotAvgInten_NUC_Tex,CircSpotTotalArea_NUC_Tex,CircSpotAvgArea_NUC_Tex,CircSpotCount_NUC_Tex,TotalInten_NUC_Tex,AvgInten_NUC_Tex
596,1A2_O03,O03,Plate1_drugs,1,NP1,treated,0.03125,NULL,1A2,15,3,895,1410,1.218474927,1.497793653,12410207,9515.896778,2321.194921,42.37060016,8278723,1305.32486,3812069,2594.132114,2897,1894.833333,1,1,1,290280,4013.965909,74,8.2,8,3812069,2594.132114,19206037,2993.216947,7335433,5247.891599,1519964,5101.376543,284,9.833333333,28,2657928,5816.621514,439,12.09708738,28,7335433,5247.891599,20545137,3159.332276,6842330,4845.451689,2219260,5495.096606,387,5.978021978,66,576522,5740.491803,100,3.387096774,25,6842330,4845.451689,6953311,1087.289151,12327549,9479.335847,5391,3086.24,2,1,1,5638899,9874.129555,576,40.66666667,15,12327549,9479.335847
597,1A2_O04,O04,Plate1_drugs,1,NP1,treated,0.015625,NULL,1A2,15,4,832,1357.5,1.218100083,1.466379606,11377725,9108.020293,2227.125757,41.57430244,7520076,1193.428626,3429988,2428.053744,4881.5,1728.695423,2,1,1,264446,3708.309028,73,7.958333333,8,3429988,2428.053744,18703320.5,2901.339626,6960536.5,5106.398863,1532330,4824.688889,290,9.348847926,30,2667698.5,5616.486287,463,12.53,28,6960536.5,5106.398863,19894426,3157.372975,6827825.5,4893.260144,2413507,5404.83801,434.5,6.143631078,74,746284.5,5724.566116,127.5,3.655281286,30,6827825.5,4893.260144,6657670,1032.33428,11345936,9082.876346,4782.5,2492.383333,1,1,1,5349489,9567.602298,584,41.46666667,15,11345936,9082.876346
598,1A2_O05,O05,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,15,5,788,1390.5,1.233474704,1.561927486,12565108.5,9376.49301,2327.848543,42.07659123,7254272.5,1057.271671,3294408.5,2244.994818,14011,1881.303828,6,1.72556391,2,266500.5,3369.544737,76.5,8.477272727,8,3294408.5,2244.994818,19079787,2862.25544,7084081,5180.322423,2024599.5,4845.940709,403,10.25,36,3263427,5709.178349,594.5,16.07326007,26,7084081,5180.322423,19832039.5,2996.64752,6574736.5,4727.759567,2384546,5219.859423,453,6.012820513,76,706734,5458.225,129.5,3.303689065,33,6574736.5,4727.759567,6630591,988.3188771,12539265,9352.010979,5501,2639.708333,1.5,1,1,5679363,9737.781355,594,45.70833333,14,12539265,9352.010979
599,1A2_O06,O06,Plate1_drugs,1,NP2,treated,1,NULL,1A2,15,6,513,1559,1.237782698,1.573086595,15333965,9255.625,2270.316783,44.55311942,8032112,976.1612807,3599761,2199.667877,13431,1896.896552,6,2,2,269710,3417.232143,77,8,8,3599761,2199.667877,22287303,2739.764043,7911672,5260.016384,3060155,4487.247649,706,10.91666667,62,4597832,5658.132686,790,22.95833333,33,7911672,5260.016384,22460144,2714.311781,7427014,4619.941832,3216289,4740.679612,673,6.147058824,112,1083485,5328.620853,200,3.794871795,45,7427014,4619.941832,7212456,888.51006,15245884,9251.826218,8428,2996.615385,2,1,1,6096557,9657.062222,604,37.75,18,15245884,9251.826218
600,1A2_O07,O07,Plate1_drugs,1,NP2,treated,0.5,NULL,1A2,15,7,637,1490,1.22050794,1.519721151,14145846,9681.246783,2360.998019,43.5560205,7695569,1044.58632,3413489,2173.111635,3248,1768,1,1,1,255562,3333.495238,75,7.818181818,8,3413489,2173.111635,20732775,2882.797311,7893733,5428.035205,2435171,4765.925373,504,10.85714286,48,4574265,5878.038949,762,25.25862069,26,7893733,5428.035205,20654085,2859.432469,6779518,4562.046721,2688967,4971.045326,544,6.135135135,86,740436,5369.415094,139,3.535714286,36,6779518,4562.046721,6986481,967.0477156,14126524,9656.967713,14759,3412.0625,3,1,2,6020481,10049.60848,590,42.72727273,16,14126524,9656.967713
601,1A2_O08,O08,Plate1_drugs,1,NP2,treated,0.25,NULL,1A2,15,8,650,1474,1.22595475,1.547832063,13568658,9303.160597,2344.3951,43.32153147,7389624,991.92024,3163562,2024.637788,2264,1406.910714,1,1,1,237216.5,3167.952988,70,7.805555556,8,3163562,2024.637788,20408743,2703.594976,7362306,5000.009312,1828189.5,4535.884774,397,9.016666667,44,3688400.5,5416.624811,666,16.17701525,36,7362306,5000.009312,20260600,2699.497499,6471941,4420.595743,2180495,4741.127352,447.5,4.835585586,90,669902.5,5142.840658,131.5,2.819138906,40,6471941,4420.595743,7220781.5,958.5870961,13552325,9265.784466,4937,2337.336466,1,1,1,5739844.5,9685.459898,608,39.79511278,16,13552325,9265.784466
602,1A2_O09,O09,Plate1_drugs,1,NP2,treated,0.125,NULL,1A2,15,9,721,1392,1.22861869,1.537811699,11900863,9182.807608,2228.35463,42.09928083,7750377,1084.762904,3348154,2305.024841,8791,2013.8,4,1.571428571,2,284840,3596.571429,82,8.818181818,8,3348154,2305.024841,20456334,2865.926878,7579319,5471.732984,2437794,4875.940104,493,11.875,38,4385144,5925.150055,703,26.91176471,21,7579319,5471.732984,21806638,3008.813787,6910484,4840.768174,3371814,5268.949564,622,7.701492537,81,878876,5699.623457,156,4.181818182,32,6910484,4840.768174,6592638,929.7022792,11893423,9190.095745,9163,3071.5,2,1,1,5409539,9595.363517,555,43.16666667,14,11893423,9190.095745
603,1A2_O10,O10,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,15,10,642,1324.5,1.244264449,1.57485197,11786981,9695.426744,2444.758663,41.06587046,6509205,893.2838931,2919667.5,2084.569694,12847.5,1855.581395,6,1.708333333,2,223769,3174.946009,71,7.4,8,2919667.5,2084.569694,18159191.5,2570.437684,6639952.5,4907.925617,2827516.5,4296.484735,654.5,11.89181386,52.5,3967812.5,5280.428437,701,23.08070301,28,6639952.5,4907.925617,19154319.5,2671.996024,6516493,4628.996993,3237470.5,4859.682514,655,8.144704433,83,1092808.5,5368.799716,205,4.699074074,36,6516493,4628.996993,6505851,917.8139064,11776004,9686.574598,5203.5,2383.460784,1,1,1,5537975.5,10110.46018,551,45.99166667,13,11776004,9686.574598
604,1A2_O11,O11,Plate1_drugs,1,NP2,treated,0.0625,NULL,1A2,15,11,731,1361,1.226093936,1.515858384,12208398,9574.223517,2339.400931,41.62786351,7332763,1051.100407,3194653,2269.731411,6220,1833,3,1.25,1,278952,3434.8,82,9,8,3194653,2269.731411,19357471,2747.879833,7079321,5279.952337,2213598,4708.225275,459,11.72222222,41,3970246,5759.719697,679,24.19444444,27,7079321,5279.952337,21111466,3016.384209,7081628,5024.55793,3019981,5418.277519,553,7.914893617,70,859887,5941.284404,151,4.386363636,29,7081628,5024.55793,6618954,942.3531532,12273893,9579.634282,4826,2277.125,1,1,1,5743889,9941.591232,571,47.16666667,13,12273893,9579.634282
605,1A2_O12,O12,Plate1_drugs,1,NP2,treated,0.03125,NULL,1A2,15,12,693,1471,1.220203135,1.502792873,14280340,10121.17062,2487.489544,43.27742333,7786165,1092.458213,3537286,2401.180778,4498,1685.171429,2,1,1,299321,3638.72,81,9,8,3537286,2401.180778,20303645,2838.079672,7895251,5453.415201,2562911,4715.232813,522,11,45,4146509,5916.517375,665,24.78947368,25,7895251,5453.415201,22107374,3082.087376,7517108,5256.986597,3423859,5583.419453,609,8.265486726,71,1043127,6209.728814,171,4.652173913,32,7517108,5256.986597,7148059,989.4684648,14281711,10137.32789,5440,2690.166667,1,1,1,6114523,10588.07826,578,47.81818182,14,14281711,10137.32789
606,1A2_O13,O13,Plate1_drugs,1,NP2,treated,0.015625,NULL,1A2,15,13,716,1360,1.215954789,1.490667762,11745490.5,9359.688105,2314.227612,41.61256477,7523840.5,1091.362789,3296320,2313.05559,5578.5,1678.804762,2,1,1,284670,3501.350926,77,8.154761905,8,3296320,2313.05559,19970549.5,2841.3574,7232934.5,5323.009139,2286695.5,4760.575469,473.5,10.17323775,46,4261534.5,5709.725689,720,25.89142857,27,7232934.5,5323.009139,19848030.5,2875.443384,6500079,4674.498767,2320949.5,5047.37842,463,5.91625,80,742348.5,5455.808162,137,3.454545455,33,6500079,4674.498767,6947933.5,1000.237652,11748228.5,9376.530406,4654.5,2306.5,1,1,1,5574445,9832.739501,566,42.24404762,15,11748228.5,9376.530406
607,1A2_O14,O14,Plate1_drugs,1,NP3,treated,1,NULL,1A2,15,14,315,954,1.190978637,1.377820778,9930433,11347.03503,3286.166191,34.85212369,5511060,772.6619291,2678118,2780.832743,9652,2047.5,4,1.470588235,1,179923,4204,48,6.333333333,6,2678118,2780.832743,19090669,2581.415754,6889933,7255.598463,4730446,5057.456606,930,20.9122807,45,5943043,7649.050369,743,214.6666667,4,6889933,7255.598463,17350130,2409.08494,6210428,6325.024668,4063568,5602.819284,688,11.375,65,2517531,7134.331445,336,9.537037037,30,6210428,6325.024668,6304439,851.4082523,9930471,11325.42398,0,0,0,0,0,4783817,12405.02747,404,101.4,4,9930471,11325.42398
608,1A2_O15,O15,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,15,15,604,1375.5,1.234038092,1.582261039,11992193.5,9468.206427,2403.77733,41.84902551,7099360.5,1049.89252,3130125,2257.601412,16805,2132.169974,8,2,3,287079,3362.257305,91,9.372294372,9,3130125,2257.601412,18773786,2751.989891,7235690.5,5186.575994,2782449.5,4470.263429,630,11.59479167,53,4129282,5595.58517,722,26.84787018,26,7235690.5,5186.575994,19333900,2833.77031,6653307,4677.021767,3358835,4897.916185,684,7.298759484,90,1107025,5445.546865,205,4.53667263,41,6653307,4677.021767,6560537,942.1363024,12022207,9444.458652,5201.5,2437.5,1.5,1,1,5771706.5,9978.402655,572,45.61538462,13,12022207,9444.458652
609,1A2_O16,O16,Plate1_drugs,1,NP3,treated,0.5,NULL,1A2,15,16,387,1033,1.1918651,1.398887931,10308426,11010.64559,3034.742492,36.26646453,5934365,852.4589304,2819517,2698.91484,6965,1933.976331,3,1,1,174262,4006.788462,41,6.133333333,5,2819517,2698.91484,19014418,2700.954621,6846321,6564.614964,4893987,4864.685886,1014,16.14634146,57,5614004,6887.256962,770,128.5,7,6846321,6564.614964,19594349,2807.965035,6745024,6425.070697,4876860,5855.896104,820,10.35869565,82,2283413,7070.873832,313,7.466666667,37,6745024,6425.070697,6338987,909.4875756,10230681,10990.34795,0,0,0,0,0,4769862,11710.30937,412,62,7,10230681,10990.34795
610,1A2_O17,O17,Plate1_drugs,1,NP3,treated,0.25,NULL,1A2,15,17,635,1102,1.187028254,1.393304879,10495427,10636.29119,2896.84031,37.45810965,6380870,1096.907784,2972090,2722.039272,21919,2316.93617,8,2.083333333,2,222345,3912.428571,55,6.857142857,6,2972090,2722.039272,17853619,2970.755933,6681085,6151.96124,3645351,5096.681862,708,15.09090909,44,4939231,6625,704,59.46666667,12,6681085,6151.96124,17809210,2990.258011,6298433,5635.683925,3537019,5760.408034,612,8.827586207,71,1520936,6548.365979,231,5.37037037,36,6298433,5635.683925,6082793,1007.64031,10452290,10636.33366,0,0,0,0,0,4912781,11408.01056,444,53.75,9,10452290,10636.33366
611,1A2_O18,O18,Plate1_drugs,1,NP3,treated,0.125,NULL,1A2,15,18,751,1256,1.207613379,1.435939303,11587682,10324.64438,2625.424363,39.98985957,7030170,1218.534252,3335035,2669.58393,14787,2310,6,2,2,248714,4001.722892,67,7.941176471,7,3335035,2669.58393,18118534,2964.812197,6932439,5497.580213,2639782,5103.190865,512,13.05882353,37,3842922,5993.437656,589,23.5,21,6932439,5497.580213,18635804,3023.452938,6357253,4957.101582,3244850,5465.343949,571,8.611940299,66,962414,5841.848485,169,4.592592593,30,6357253,4957.101582,6293147,1020.742591,11624964,10314.36907,5467,2510.6,1,1,1,5446145,10889.862,510,49.33333333,12,11624964,10314.36907
612,1A2_O19,O19,Plate1_drugs,1,NP3,treated,0.0625,NULL,1A2,15,19,763,1352,1.213860366,1.480080411,12688879,9679.214994,2389.706632,41.48999716,7467006,1201.576288,3387848,2489.68705,6884,1864.116279,3,1,1,232647,3527.03125,68,7.692307692,8,3387848,2489.68705,18295721,2949.60179,7107191,5301.653788,2332036,4885.0837,477,11.64,38,3441594,5793.965587,589,21.64516129,23,7107191,5301.653788,18115866,2841.788314,6052223,4450.522868,2496375,4984.183908,503,6.991525424,70,690013,5323.045455,133,3.923076923,29,6052223,4450.522868,6225799,1017.489179,12725153,9701.540273,4892,2140.466667,1,1,1,5641720,10148.69808,554,47.75,13,12725153,9701.540273
613,1A2_O20,O20,Plate1_drugs,1,NP3,treated,0.03125,NULL,1A2,15,20,770,1323,1.228886896,1.503348119,10034363.5,7876.910524,1886.125397,41.04260807,7038312.5,1075.725327,2961113.5,2137.078279,13801,1823.945652,6,1.788888889,2,235373,3251.274764,78,8.636029412,8,2961113.5,2137.078279,18171178.5,2755.874176,6745867.5,5022.818275,2367839,4603.944501,500.5,11.66710526,42,3308826.5,5450.504964,583.5,19.25474255,26,6745867.5,5022.818275,16129187.5,2457.276614,4897894,3564.521761,2400230,4333.323875,556,7.777046784,73,507833.5,4477.673951,115,4.095454545,25,4897894,3564.521761,5172236.5,776.4326528,10113910.5,7908.583676,8437.5,3343.125,2,1,1,4478809,8214.352624,540,39.45959596,15,10113910.5,7908.583676
614,1A2_O21,O21,Plate1_drugs,1,DMSO,control,NULL,NULL,1A2,15,21,665,1288,1.243590827,1.578680959,11096793,9603.722222,2388.48449,40.49608047,6903130,1038.098899,3174469,2379.648749,9558,1985,4,1.6,2,228141,3674.971429,62,7.285714286,8,3174469,2379.648749,18078320,2733.305766,6776892,5179.948833,3082335,4507.449405,693,12.74285714,54,4437916,5576.596267,766,38.33333333,19,6776892,5179.948833,18754298,2854.604877,6474803,4818.692186,2965942,5158.269585,568,7.703703704,70,926060,5638.417219,173,4.611111111,29,6474803,4818.692186,6291982,952.4095937,11090225,9592.186854,10279,3530.846154,3,1,1,5300459,10075.53468,517,43.8,14,11090225,9592.186854
615,1A2_O22,O22,Plate1_drugs,1,NP3,treated,0.015625,NULL,1A2,15,22,770,1358,1.220904778,1.494110801,11615860.5,9168.361541,2257.395696,41.58195885,7819879,1192.154357,3592411.5,2561.378975,9291,2058.883333,4,1.5,2,277969,3675.558524,78,8.741758242,8,3592411.5,2561.378975,19217205.5,2951.11212,7507795,5415.909004,2387016.5,5067.268869,472,11.73863636,35,3593378,6026.326633,596,22.38083624,22,7507795,5415.909004,19293144,2979.85244,6601034,4777.013723,2628203.5,5347.578933,489,7.298221614,63,686115.5,5665.606795,131,4.222393822,25,6601034,4777.013723,6049809,920.279333,11638309.5,9185.938461,4283,1995.214286,1,1,1,5281442,9747.488605,549.5,42.85909091,14,11638309.5,9185.938461
616,1A2_O23,O23,Plate1_drugs,1,Empty,empty,NULL,NULL,1A2,15,23,656,1276.5,1.248521258,1.56805869,11043974,9325.247288,2418.429063,40.31488209,6839244,1053.578069,3276470,2378.341358,13089,2040,5,1.5,2,221367,3685.404412,61.5,7,7,3276470,2378.341358,18062982,2766.062848,6582727,5119.300492,2756002.5,4547.861899,603.5,11.68920455,50,3935852.5,5514.997338,674.5,27.21444444,26,6582727,5119.300492,19089862.5,2939.753336,6511964,4897.821827,3037384.5,5152.245074,573,7.193893825,81,1079479,5663.972321,190,4.609225875,36,6511964,4897.821827,6347242,968.7071815,11068643.5,9326.668009,4955,2425.984127,1,1,1,5349906.5,9954.531002,522.5,42.59411765,14,11068643.5,9326.668009
617,1A3_B02,B02,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,2,2,605,1438,1.23751566,1.572750433,11381103,8560.938326,2193.904057,42.78923305,11753706,1735.796144,6396242,4417.665008,4669,2452.478261,1,1,1,561211,6676.045455,85,9,8,6396242,4417.665008,22510969,3140.431608,8115024,5519.702265,2919173,4941.943636,558,9.980952381,53,4324963,5995.015198,707,19.44444444,36,8115024,5519.702265,22877676,3272.976926,8148309,5452.609783,3315862,5750.208163,554,5.757894737,99,1162532,6204.254296,194,3.157142857,51,8148309,5452.609783,7782446,1086.601935,11337987,8512.290015,8335,2020.181818,3,1,2,5684545,8997.211813,640,35.15,19,11337987,8512.290015
618,1A3_B03,B03,Plate1_drugs,1,bleomycin,treated,1,20,1A3,2,3,571,1470,1.215125709,1.516010755,11627061,8455.815236,2167.15082,43.26271063,11911551,1690.408263,6476060,4230.989729,7320,2427.301724,2,1,1,550939,6435.744681,85,9.909090909,8,6476060,4230.989729,22719832,3108.268105,8492631,5665.259647,2922124,5051.856877,572,9.888888889,53,4347208,6094.6787,672,17.59016393,39,8492631,5665.259647,27342836,3789.334867,9813066,6380.073567,4926900,6677.429644,732,7.429577465,102,1730300,7306.577143,241,4.361111111,46,9813066,6380.073567,7662949,1022.732529,11559427,8425.071632,3915,1682,1,1,1,5598805,8919.75841,619,40.46666667,17,11559427,8425.071632
619,1A3_B04,B04,Plate1_drugs,1,bleomycin,treated,0.5,10,1A3,2,4,681,1431,1.217718391,1.531660682,11909810,8799.168569,2152.646171,42.68495975,12389114,1777.666049,6591951,4393.455192,2955,2371.5,1,1,1,603317,6895.830986,87,10.57142857,8,6591951,4393.455192,22058455,3142.857515,8159276,5612.239635,2600640,5080.020737,510,10.98591549,45,3722306,6171.697712,607,16.70666667,31,8159276,5612.239635,23491835,3361.293898,7981633,5458.58312,3773674,6003.835671,606,8.189189189,76,1056177,6457.459459,168,4.774193548,32,7981633,5458.58312,7446500,1045.111732,11805544,8756.619048,6438,2021.897436,2,1,1,5555816,9108.512411,612,46.36363636,14,11805544,8756.619048
620,1A3_B05,B05,Plate1_drugs,1,bleomycin,treated,0.25,5,1A3,2,5,528,1556,1.220165595,1.52659286,11760368,8169.237421,2061.048272,44.51023176,12574367,1678.376993,6665568,4266.436598,23899,2890.033333,6,1.744565217,2,607567.5,6358.055556,101,10.42261905,8,6665568,4266.436598,24389878.5,3136.883233,9061642.5,5726.196945,3680681.5,4964.642594,749,9.481000481,72,4906201.5,6145.038248,804,17.53571429,44,9061642.5,5726.196945,24445686,3218.242264,8630592.5,5464.30284,3850892.5,5694.840281,678,5.236352357,112,1281265,6152.477115,215.5,3.440564827,53,8630592.5,5464.30284,8394150.5,1084.099066,11718665,8131.782115,11281,1937.814815,4.5,1.166666667,2,5721031,8579.582031,682.5,33.1752381,21,11718665,8131.782115
621,1A3_B06,B06,Plate1_drugs,1,bleomycin,treated,0.125,2.5,1A3,2,6,723,1477,1.211810411,1.517057972,11679118,8470.080617,2066.823848,43.36559474,13079904,1847.784148,6894870,4647.32544,2978,2218,1,1,1,586695,7079.393939,86,9.7,8,6894870,4647.32544,24009706,3324.384033,9035135,6060.8694,2111959,5749.478261,364,10.25,30,3452151,6787.48054,513,13.13793103,24,9035135,6060.8694,26370070,3648.009858,9001594,6057.442326,3784530,6625.396226,565,7.185185185,73,1063804,7047.916115,155,4.025641026,32,9001594,6057.442326,7899902,1088.792827,11562583,8440.15431,10872,2244.703704,4,1,2,5601726,8810.570871,648,41.55555556,16,11562583,8440.15431
622,1A3_B07,B07,Plate1_drugs,1,bleomycin,treated,0.0625,1.25,1A3,2,7,635,1558,1.221996035,1.514072775,12795852,8419.956969,2054.850545,44.53882812,12901212,1775.326881,6781724,4439.410256,6075,2232.5,2,1,1,634073,6632.964706,102,10.4,8,6781724,4439.410256,24020609,3237.280919,9171827,5758.79453,2037983,5361.08,382,8.636363636,41,3912517,6325.01487,627,12.46031746,41,9171827,5758.79453,24298543,3317.335319,8413075,5309.515319,3039993,5823.292162,512,5.326086957,94,1016174,6146.408027,172,3.333333333,44,8413075,5309.515319,8027054,1090.867962,12735007,8394.862887,9790,2085.428571,3,1,2,6005734,8781.093063,683,38,19,12735007,8394.862887
623,1A3_B08,B08,Plate1_drugs,1,DMSO,control,NULL,NULL,1A3,2,8,680,1551,1.214668112,1.525098478,11783274,7856.780502,1996.213544,44.43866035,11740736,1729.172925,6375081,4008.251884,10858.5,2445.030404,3,1,1,582432,5599.645873,99,8.976315789,9,6375081,4008.251884,22901982,3329.366536,8914303.5,5754.147252,1750547.5,5367.809609,301,7.251322751,37,3833652,6272.208048,596,10.12416388,40,8914303.5,5754.147252,23910405,3424.959642,8617957,5318.605668,2375543,5920.192439,384,3.76311571,94,893685.5,6106.040394,146,2.603571429,46,8617957,5318.605668,8075393,1162.07126,11713381,7807.669583,11487,2062,4,1,2,5751703,8345.881914,698,26.74461538,28,11713381,7807.669583
624,1A3_B09,B09,Plate1_drugs,1,bleomycin,treated,0.03125,0.625,1A3,2,9,702,1526.5,1.217246791,1.518771087,11786246.5,7980.830122,2019.448237,44.08628033,13573015.5,1916.975618,7004993.5,4414.61977,2002.5,1689.605263,1,1,1,621938.5,6532.201613,95,10.1,8,7004993.5,4414.61977,24151899.5,3395.33906,8890044.5,5761.47076,2044443,5374.732332,378,7.59837963,48,3972325,6320.369048,641,12.02260918,39,8890044.5,5761.47076,28760807.5,4038.930934,9864572,6317.011595,3516510.5,6906.477909,524.5,5.607762407,89,1190016.5,7191.672705,164,3.531702899,41,9864572,6317.011595,8070390.5,1124.492774,11757133,7936.03837,7866.5,1919.48,2,1,2,5689913.5,8382.446651,684.5,33.2020202,22,11757133,7936.03837
625,1A3_B10,B10,Plate1_drugs,1,bleomycin,treated,0.015625,0.3125,1A3,2,10,643,1539,1.221218303,1.510259204,13098548,8871.927845,2124.614418,44.26641683,12840859,1785.376593,6578548,4355.574062,0,0,0,0,0,592213,6820,90,10.22222222,8,6578548,4355.574062,24317596,3227.128214,9280602,6080.006034,2521929,5464.493274,453,10.70833333,40,3721618,6682.415909,564,14.21428571,31,9280602,6080.006034,26873823,3589.839368,9154833,5972.760192,4361039,6550.209396,681,8.62037037,81,1329233,7153.357447,189,4.893617021,34,9154833,5972.760192,8028447,1066.654554,13090589,8842.102469,13632,2376.4,4,1,2,5798118,9193.582129,629,43.11111111,16,13090589,8842.102469
626,1A3_B11,B11,Plate1_drugs,1,alvocidib,treated,1,20,1A3,2,11,112,1992,1.204502597,1.457713724,15572876,7298.109779,2004.412688,50.36098941,10095869,1028.022171,6985129,3276.576721,161084,1878.810647,68,1.888888889,12.5,441508,3775.595288,97,2.573529412,17,6985129,3276.576721,28062751.5,2785.746794,12890011.5,6030.079301,4742335.5,4405.727639,1090.5,7.207465278,142,8305085.5,6485.237623,1234.5,28.64564394,48,12890011.5,6030.079301,26709577.5,2711.547181,12146098.5,5586.732335,3602668.5,5058.861757,713,3.123581029,218.5,2789155,6175.829181,434.5,3.580697674,108,12146098.5,5586.732335,8289016,828.3665445,15385992.5,7189.306676,701.5,554.8333333,0.5,0.5,0.5,5281828.5,7874.114763,673,16.70740741,38,15385992.5,7189.306676
627,1A3_B12,B12,Plate1_drugs,1,alvocidib,treated,0.5,10,1A3,2,12,95,1799,1.213634191,1.474874076,15748399,8782.015226,2417.320526,47.85977372,9133534,838.5303328,6624946,3433.435451,0,0,0,0,0,0,0,0,0,0,6624946,3433.435451,25297584,2446.667472,12036772,6686.19368,5795097,4437.195079,1441,13.85234899,101,7881736,7065.292079,1116,56.38095238,23,12036772,6686.19368,28408781,2696.392351,13618144,7768.479179,7225331,6257.689835,1265,10.63478261,113,5024377,8678.746622,579,12.65714286,46,13618144,7768.479179,7779579,741.3202485,15394487,8578.477778,2398,1789.807692,1,1,1,5096410,9728.240451,516,28.10344828,21,15394487,8578.477778
628,1A3_B13,B13,Plate1_drugs,1,alvocidib,treated,0.25,5,1A3,2,13,100,1737,1.21898222,1.462183601,12986826.5,9041.725389,2482.353242,47.02780196,8457665.5,878.7288197,6118585,3177.704539,0,0,0,0,0,0,0,0,0,0,6118585,3177.704539,23167528,2560.511906,11834506,6981.829301,6001603,4476.191484,1371,13.46564046,96.5,8562592,7444.53442,1065,52.78806907,25,11834506,6981.829301,24446473.5,2584.625827,12056567.5,6350.614266,6667851.5,5419.856208,1259.5,9.433842239,115,4014758,7215.593803,488,10.97979452,49.5,12056567.5,6350.614266,7228059.5,772.2273207,12877492,8921.399296,0,0,0,0,0,5405025,9723.789355,572,34.5,17.5,12877492,8921.399296
